Gameno,Group,TeamId,Continent,Opponent,Score,Win,Ranking202306,Formation,Position,Best,PassesAttempted,PassesCompleted,PassesCompletedPct,SwitchesOfPlay,CrossesAttempted,CrossesCompleted,LineBreaksAttempted,LineBreaksCompleted,LineBreaksCompletedPct,Ballprogressins,Takeone,StepIns,AttemptsatGoal,Goals,TotalOffers,InFront,InBetween,OutToIn,IntoOut,InBehind,NoMovement,OffersReceived,TacklesMade,TacklesWon,Blocks,Interceptions,PressingDirect,PressingIndirect,DuelsWonAerial,DuelsWonPhysical,PossessionContestsWon,Clearances,LooseBallReceptions,PushingOn,PushingOnIntoPressing,PossessionRegains,PossessionInterrupted,TotalDistance_m,WalkingDistance,JoggingDistance,RunningDistance,VeryHighSpeedDistance,MaxSprintDistance,HighSpeedRunCount,TopSpeedSprintCount,TopSpeed,TeamScore,Defenders,Midfielders,Forwards,TacklesWonPct,CrossesCompletedPct
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,DF,STARTING,32,24,75%,0,0,0,12,6,50%,0,0,0,0,0,24,0,0,0,0,0,24,5,3,1,3,4,8,16,1,0,1,5,4,31,10,6,5,9613,2970.4,3997.1,2262.9,260.5,123,167,25,28.4,0,4,4,2,33.33333333,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,MF,STARTING,31,24,77%,0,0,0,5,3,60%,1,0,1,1,0,52,13,18,7,1,7,6,16,0,0,1,0,5,22,2,0,4,4,9,10,6,1,3,9547.3,3219.3,3547.8,2161.5,461.1,157.5,160,28,26.4,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,FW,STARTING,3,1,33%,0,1,1,2,0,0,5,4,1,0,0,39,0,10,2,4,22,1,5,2,1,3,0,6,19,2,0,4,1,6,8,2,4,3,6263.3,2577.4,1856.4,1014,383.9,431.5,98,40,29.8,0,4,4,2,50,100
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,MF,STARTING,31,27,87%,1,0,0,11,8,72%,8,2,6,3,0,54,22,21,1,2,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10916.2,3640.6,2951.7,3106.8,747.8,469.4,239,68,29.9,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,19,0,1,1,0,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,33.33333333,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,FW,Substitutions,13,10,77%,0,3,0,3,1,33%,0,0,0,0,0,15,6,4,0,0,4,1,3,0,0,2,0,0,8,0,0,0,1,2,4,2,0,3,4620.3,1111.2,1581.5,1569.1,246.7,112.3,104,20,29.4,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,MF,Substitutions,2,1,50%,0,0,0,0,0,0%,0,0,0,0,0,12,2,1,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.2,458.7,490.5,316.5,90.2,38.2,27,8,29.4,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,FW,Substitutions,0,0,0%,0,0,0,0,0,0%,0,0,0,0,0,9,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.4,432.3,360,391.6,138.3,16.3,25,7,24.6,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,FW,Substitutions,5,0,0%,0,0,0,0,0,0%,0,0,0,0,0,5,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.3,697.3,555.9,643.7,94.8,30.5,37,5,26.3,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,MF,Substitutions,7,7,100%,0,1,0,3,3,100%,0,0,0,1,0,7,3,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.5,377.8,453.2,389.5,153.9,40.3,35,11,26.5,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
28,F,BRAZIL,CONMEBOL,FRANCE,0?€2,LOSE,8,4_4_2,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,7,22,3,0,4,7,11,19,8,9,7,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,DF,STARTING,67,53,79%,0,6,1,16,10,62%,1,0,1,0,0,27,8,0,0,0,2,17,17,5,4,2,0,1,4,1,0,1,9,7,7,2,6,9,8738.6,3113.6,2835.7,2104.3,467.5,218.5,156,39,30.3,0,4,4,2,80,16.66666667
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,DF,STARTING,64,57,89%,0,0,0,20,16,80%,3,0,3,0,0,14,0,0,0,0,0,14,7,3,1,4,0,6,2,5,0,5,5,11,6,1,10,2,9480.4,3728.6,3230,1853.4,417.1,250.3,169,37,28.8,0,4,4,2,33.33333333,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,DF,STARTING,88,80,91%,1,0,0,40,34,85%,5,0,5,0,0,8,0,0,0,0,0,8,6,3,2,3,4,3,2,2,0,3,8,11,9,2,11,6,10217.9,3557.9,3803.1,2193.8,464.9,199.2,188,40,28.7,0,4,4,2,66.66666667,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,STARTING,43,35,81%,0,1,0,14,10,71%,2,1,1,2,0,66,43,16,1,0,1,5,18,5,2,2,0,2,3,6,0,8,3,8,12,2,7,1,9466.1,2885.3,4258.8,2107.2,188.4,26.5,171,17,28.9,0,4,4,2,40,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,DF,STARTING,82,69,84%,0,11,2,25,16,64%,1,1,0,2,0,42,8,1,1,0,13,19,24,1,0,4,1,3,6,2,0,3,12,9,4,2,10,9,10464.1,3226.1,4119.7,2466.4,488.7,163.2,192,37,30.1,0,4,4,2,0,18.18181818
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,STARTING,30,21,70%,0,6,1,9,7,77%,3,1,2,2,0,46,7,8,1,3,21,6,10,1,0,0,1,1,11,0,0,0,0,9,10,1,1,0,10026.2,3738.8,3249.5,2050.4,653.7,334.9,184,64,29,0,4,4,2,0,16.66666667
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,STARTING,37,29,78%,0,3,1,14,9,64%,5,3,2,2,0,44,3,17,1,2,15,6,16,2,1,4,1,5,7,1,0,2,1,5,4,1,4,3,9043.5,3234.9,2846,2414.6,412.4,136.6,183,42,29.9,0,4,4,2,50,33.33333333
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,STARTING,37,31,84%,0,2,0,11,8,72%,2,0,2,2,0,69,19,13,2,6,8,21,15,0,0,4,0,1,7,0,0,0,2,7,3,2,4,2,11164.6,3752.4,3919.9,2595.8,648.7,246.7,206,50,31.1,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,GK,STARTING,18,17,94%,0,0,0,1,0,0%,0,0,0,0,0,9,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,4581,3775.7,460.8,314.3,20.2,10.1,35,2,25.6,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,STARTING,32,25,78%,0,0,0,9,6,66%,0,0,0,2,0,12,0,2,0,0,7,3,3,1,0,2,0,2,7,1,0,1,4,6,2,1,0,4,1446,629.7,360.2,191.3,181.2,83.4,22,15,30.1,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,STARTING,69,55,80%,0,0,0,18,11,61%,6,2,4,1,0,38,22,7,0,1,6,2,16,3,2,1,0,3,8,2,0,2,0,7,6,2,3,2,10533.3,3694,3363.3,2504.8,676.2,296,209,57,30.3,0,4,4,2,66.66666667,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,Substitutions,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1740.7,465.3,672.6,452,112.1,38.8,29,7,25.5,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,Substitutions,8,5,62%,0,0,0,2,1,50%,0,0,0,0,0,6,3,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,1819.3,370.9,646.9,673.7,104.8,22.9,42,8,24.5,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,Substitutions,15,10,67%,0,1,0,2,2,100%,0,0,0,2,0,14,2,4,2,2,3,1,8,0,0,0,0,0,9,3,0,5,0,0,5,3,1,0,4855.4,2115,1441.1,1009,169,121.9,79,17,28.2,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,Substitutions,3,3,100%,0,1,0,0,0,0,1,1,0,1,0,12,0,2,0,0,7,3,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1446,629.7,360.2,191.3,181.2,83.4,22,15,30.1,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
44,F,BRAZIL,CONMEBOL,JAMAICA,0?€0,DRAW,8,4_4_2,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,DF,STARTING,56,50,89%,0,2,2,8,6,75%,1,1,0,1,0,21,8,0,0,0,1,12,11,0,0,2,1,1,2,2,0,2,5,5,6,2,3,5,6249.2,2197.9,2236.6,1472.9,278.1,63.1,108,22,30,4,4,4,2,0,100
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,DF,STARTING,83,72,87%,2,0,0,31,25,80%,14,0,14,1,0,1,0,0,0,0,0,1,1,4,0,2,0,5,3,1,0,2,7,11,6,6,5,3,10608.7,3225,4099.2,2661.7,508.2,114.6,198,44,30.6,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,STARTING,44,37,84%,2,0,0,7,4,57%,1,1,0,2,0,24,20,2,1,0,1,0,14,5,4,5,1,7,10,1,0,2,3,8,13,5,8,5,8561.6,2495.7,3826.2,2071,168.7,0,157,13,23,4,4,4,2,80,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,DF,STARTING,70,59,84%,1,7,1,22,13,59%,0,0,0,0,0,56,14,0,1,0,21,20,30,5,1,2,0,6,0,2,0,2,2,10,10,2,3,3,10664.6,3076.7,4004.6,2548.8,778.5,256,199,57,28.2,4,4,4,2,20,14.28571429
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,GK,STARTING,14,12,86%,0,2,2,3,1,33%,1,1,0,3,0,51,3,10,1,4,29,4,7,2,1,0,1,2,12,1,0,1,0,6,15,8,2,1,6346.4,2097.5,2269.5,1407,354.8,217.7,119,38,28.1,4,4,4,2,50,100
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,STARTING,49,42,86%,0,3,1,11,7,63%,3,2,1,6,0,58,12,17,6,5,11,7,21,1,0,2,0,3,6,0,0,1,3,12,9,4,3,1,11071.1,3708.8,3995.6,2594,524.8,248,209,49,29.8,4,4,4,2,0,33.33333333
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,GK,STARTING,12,12,100%,0,0,0,1,1,100%,0,0,0,0,0,8,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,4662.3,3538.7,808.9,297.5,17.3,0,32,2,21.7,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,DF,STARTING,77,71,92%,1,0,0,11,8,72%,2,0,2,1,0,31,0,0,0,0,1,30,17,0,0,2,0,1,2,3,0,3,5,8,3,2,2,2,10115.5,3093.3,4238.4,2367,347,69.8,180,28,27.2,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,GK,STARTING,21,15,71%,0,0,0,6,4,66%,2,1,1,5,1,59,6,37,0,3,11,2,18,1,1,1,0,1,14,2,0,2,0,5,16,6,2,1,6182.7,2271.5,2093.5,1307,399.4,111.3,109,33,28.1,4,4,4,2,100,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,STARTING,47,45,96%,1,6,2,7,5,71%,0,0,0,4,3,49,23,12,1,3,5,5,16,6,1,1,0,6,3,3,0,3,1,11,5,1,3,2,8650.7,2382.4,3909.3,1946.4,353.8,58.8,153,24,25.7,4,4,4,2,16.66666667,33.33333333
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,STARTING,56,50,89%,1,0,0,17,12,70%,5,1,4,3,0,91,29,39,2,2,17,2,19,5,2,1,2,5,6,2,0,2,0,8,19,5,6,1,11108,3291.3,3741.2,2861.4,866.4,348.8,235,70,30.9,4,4,4,2,40,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,FW,Substitutions,11,11,1,1,3,1,5,5,100%,2,0,2,1,0,9,5,2,0,0,1,1,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2687.5,796.8,781,783.1,200.8,126,55,15,29.5,4,4,4,2,0,33.33333333
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,DF,Substitutions,19,16,84%,1,2,0,5,4,80%,0,0,0,1,0,10,3,0,0,0,3,4,4,1,1,1,0,1,0,0,0,0,0,2,0,0,2,0,4293.6,1064.4,1760.8,1036.9,309.1,122.8,76,22,27,4,4,4,2,100,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,FW,Substitutions,16,15,94%,0,3,0,7,4,57%,0,0,0,2,0,12,6,4,0,0,2,0,5,0,0,1,0,3,4,0,0,0,0,8,6,3,0,0,2985.1,598.8,1011,1124.8,161.2,89.3,74,16,26.5,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,FW,Substitutions,5,3,60%,0,2,1,4,2,50%,3,3,0,3,0,26,0,8,1,1,13,3,7,1,1,0,0,2,7,0,0,0,1,2,3,3,1,1,3746.8,1468.7,1375.4,532.8,173.1,196.7,54,19,31.7,4,4,4,2,100,50
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0
13,F,BRAZIL,CONMEBOL,PANAMA,4?€0,WIN,8,4_4_2,FW,Substitutions,8,8,100%,0,1,0,0,0,0,1,0,1,0,0,41,0,9,6,2,22,2,8,0,0,0,0,1,6,1,0,1,0,1,6,3,0,0,4249.7,1438.9,1460.6,963.4,243.9,143.2,88,19,27,4,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,DF,STARTING,24,16,67%,0,0,0,9,6,66%,0,0,0,0,0,7,1,0,0,0,0,6,4,6,3,3,1,6,8,4,0,4,8,5,19,8,8,8,8925,3448.6,3250.5,1602.9,389.1,232.9,146,38,27.8,2,4,4,2,50,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,DF,STARTING,34,26,76%,2,0,0,11,6,54%,0,0,0,1,1,9,4,0,0,0,0,5,3,1,0,3,1,0,0,2,0,2,7,11,6,0,5,7,8703,3460.3,3246.2,1513.4,386.4,96.6,132,27,31.3,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,MF,STARTING,49,41,84%,1,1,0,11,9,81%,0,0,0,2,0,30,10,11,2,2,4,1,10,9,3,1,2,7,10,5,0,5,5,12,19,4,8,6,10110,3248.3,3797.3,2606.4,368,91,179,26,25.6,2,4,4,2,33.33333333,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,DF,STARTING,51,36,71%,0,2,1,18,8,44%,5,1,4,0,0,32,7,0,1,1,3,20,18,6,1,4,2,8,3,3,0,4,5,8,6,2,7,4,9935.4,3729.8,3597.6,2102.3,449.1,56.6,156,32,28.9,2,4,4,2,16.66666667,50
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,MF,STARTING,44,38,86%,0,0,0,12,11,91%,1,0,1,1,0,23,4,9,0,2,7,1,7,13,4,3,0,16,17,0,0,1,1,11,14,5,6,3,10315.8,3642.5,3605.4,2426.3,446.7,195,192,40,30.2,2,4,4,2,30.76923077,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,FW,STARTING,29,18,62%,0,1,0,6,5,83%,1,1,0,2,1,29,2,8,1,3,12,3,12,3,1,3,0,3,16,0,0,1,0,5,14,7,2,1,7429.1,2563.8,2865.4,1454.6,356.6,188.7,128,34,31.8,2,4,4,2,33.33333333,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,FW,STARTING,19,14,74%,0,5,2,4,4,100%,1,1,0,1,0,36,4,11,0,4,16,1,12,5,2,3,0,6,19,1,0,2,1,6,20,9,4,2,9333.1,3388.9,3233.9,2014.1,411.6,285.6,174,37,30.2,2,4,4,2,40,40
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,FW,STARTING,33,23,70%,1,3,1,11,7,63%,3,2,1,4,0,26,6,3,1,2,13,1,7,6,3,6,0,7,23,0,0,0,2,9,24,15,6,3,10668.1,3724.2,3579.1,2371.5,744.6,248.6,189,57,27.5,2,4,4,2,50,33.33333333
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,MF,STARTING,27,18,67%,0,6,1,7,4,57%,1,0,1,4,0,32,5,2,0,4,9,12,18,3,1,1,1,3,7,1,0,2,3,9,13,3,2,3,10202.6,3394.4,3544.4,2353.7,597.9,312.2,187,49,28.3,2,4,4,2,33.33333333,16.66666667
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,GK,STARTING,34,15,44%,0,0,0,22,6,27%,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,3,0,0,6,1,4915.6,3748.6,886.3,193.7,60,27,25,6,25.4,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,DF,STARTING,73,53,73%,0,1,0,24,14,58%,0,0,0,1,0,17,5,0,0,0,3,9,4,10,5,1,2,12,12,3,0,3,9,15,24,10,11,7,9599.7,3490.5,4185.5,1567.6,240,117.1,133,23,27.4,2,4,4,2,50,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,MF,Substitutions,1,1,100%,0,1,0,0,0,0%,0,0,0,1,0,5,0,0,1,0,2,2,2,1,0,2,0,2,3,0,0,0,2,5,1,1,1,2,1498.1,400.7,503.3,449,115.8,29.2,28,10,26.9,2,4,4,2,0,0
28,F,FRANCE,UEFA,BRAZIL,2?€0,WIN,5,4_4_2,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0
